farmtype,hhsize,hhelectric,hhhdocc1,fplotarea1,plotunits,yearsuse1,farmsalev,s1p1c1area,s1p1c1qharv,s1p1c1cons,s1p1c1lives,s1p1c1lost,s1p1c1sold,pc1,extc,adm0,adm1,incfarm,incnfarm,"""cleanData2$adm0"""
1,4,2,1,0.8100000024,HA,4,650000,43.5,1080,360,0,0,0,26,1,zambia,Eastern,3,100,cleanData2$adm0
1,5,2,1,1,HA,3,650000,36.5,707.2000122,0,0,0,707.2000122,14,2,zambia,Eastern,3,11.69999981,cleanData2$adm0
1,5,2,1,1.419999957,HA,7,1200000,75.30000305,1080,360,0,0,0,26,2,zambia,Eastern,1,0,cleanData2$adm0
2,4,2,1,0.400000006,HA,3,650000,50,298,0,0,0,298,26,2,zambia,Eastern,1,20.5,cleanData2$adm0
1,10,2,1,2.329999924,HA,22,6000000,63,3060,540,0,0,0,26,2,zambia,Eastern,3,0,cleanData2$adm0
1,3,2,1,0.8100000024,HA,25,800000,25,360,270,0,0,0,26,2,zambia,Eastern,1,0,cleanData2$adm0
1,1,2,1,0.25,HA,5,100000,100,100,50,0,0,0,26,2,zambia,Eastern,1,100,cleanData2$adm0
1,6,2,1,0.8100000024,HA,9,1000000,80.19999695,1380,0,0,0,1380,14,2,zambia,Eastern,3,0,cleanData2$adm0
1,7,2,1,1.220000029,HA,6,1500000,49.20000076,300,200,0,0,0,26,2,zambia,Eastern,3,15,cleanData2$adm0
1,7,2,1,1.220000029,HA,13,900000,26,726.5,0,0,0,726.5,14,1,zambia,Eastern,3,23.299999239999998,cleanData2$adm0
1,7,2,1,1.00999999,HA,30,1000000,13.100000380000001,180,0,0,0,180,14,2,zambia,Eastern,1,15.600000380000001,cleanData2$adm0
2,3,2,1,0.400000006,HA,3,650000,52,213.8999939,0,0,0,213.8999939,14,2,zambia,Eastern,2,75,cleanData2$adm0
1,7,2,1,0.6000000238,HA,12,900000,36,432.2000122,0,0,0,432.2000122,14,1,zambia,Eastern,2,8.600000381,cleanData2$adm0
1,4,2,1,0.6000000238,HA,5,1000000,30,576.7000122,0,0,0,576.7000122,14,1,zambia,Eastern,2,21.700000760000002,cleanData2$adm0
1,3,2,1,0.6000000238,HA,9,1700000,100,540,180,0,45,0,26,1,zambia,Eastern,1,100,cleanData2$adm0
1,10,2,1,3.49000001,HA,15,99,47,1080,540,0,0,0,26,1,zambia,Eastern,3,0,cleanData2$adm0
1,4,2,1,1.220000029,HA,4,650000,33,1080,180,0,0,900,26,1,zambia,Eastern,1,0,cleanData2$adm0
2,8,2,1,0.400000006,HA,4,1300000,34.79999924,225,180,0,0,0,26,2,zambia,Eastern,1,0,cleanData2$adm0
1,2,2,1,0.7699999809,HA,4,2000000,33,720,450,0,0,270,26,1,zambia,Eastern,2,94.30000305,cleanData2$adm0
1,7,2,1,2,HA,22,650000,50,7200,900,0,0,6300,26,2,zambia,Eastern,4,3.200000048,cleanData2$adm0
1,3,2,1,0.8100000024,HA,6,1500000,50.40000153,3692,0,0,0,3692,14,1,zambia,Eastern,5,27,cleanData2$adm0
3,5,2,1,49,HA,21,650000,50,5550,2100,0,0,53400,26,2,zambia,Eastern,100000,8,cleanData2$adm0
3,8,2,1,8,HA,24,5000000,25,2450,2450,0,0,0,26,1,zambia,Eastern,3,0,cleanData2$adm0
3,4,2,1,5,HA,23,650000,50,2800,2800,0,0,0,26,1,zambia,Eastern,100000,8,cleanData2$adm0
3,6,2,1,25,HA,23,650000,100,23400,7200,0,0,16200,26,1,zambia,Eastern,100000,8,cleanData2$adm0
3,2,2,1,10,HA,3,650000,30,4500,4500,0,0,0,26,1,zambia,Eastern,2,8,cleanData2$adm0
3,5,2,1,13,HA,23,140000000,100,30000,5000,0,0,25000,7,1,zambia,Eastern,100000,8,cleanData2$adm0
3,10,2,1,11,HA,3,650000,50,5000,2500,0,0,2500,26,1,zambia,Eastern,100000,8,cleanData2$adm0
2,11,2,1,445,HA,19,11000000,30.799999239999998,3150,1350,0,0,0,26,2,zambia,Eastern,3,54.20000076,cleanData2$adm0
1,4,2,1,0.5,HA,15,650000,74,216,216,0,0,0,26,1,zambia,Eastern,1,95,cleanData2$adm0
1,4,2,1,1.5,HA,2,900000,100,250,250,0,0,0,26,1,zambia,Eastern,1,100,cleanData2$adm0
1,5,2,1,0.75,HA,17,1000000,54.70000076,900,690,210,0,0,26,1,zambia,Eastern,2,45.59999847,cleanData2$adm0
1,1,2,1,0.25,HA,50,500000,100,100,100,0,0,0,26,1,zambia,Eastern,1,100,cleanData2$adm0
1,2,2,1,0.8000000119,HA,54,2000000,90,540,540,0,0,0,26,1,zambia,Eastern,1,93,cleanData2$adm0
1,4,2,1,0.5,HA,3,500000,37.40000153,430,0,0,0,430,26,1,zambia,Eastern,2,45.59999847,cleanData2$adm0
1,4,2,1,0.8700000048,HA,2,800000,57.5,599.2000122,0,0,80,599.2000122,14,1,zambia,Eastern,2,20.39999962,cleanData2$adm0
1,2,2,1,1.870000005,HA,30,1500000,46.5,906,0,0,0,906,14,1,zambia,Eastern,3,0,cleanData2$adm0
1,6,2,1,1.039999962,HA,4,40000,50,270,180,0,0,0,26,1,zambia,Eastern,1,52,cleanData2$adm0
1,7,2,1,1.25,HA,3,300000,60,1170,1020,0,150,0,36,1,zambia,Eastern,1,0,cleanData2$adm0
1,10,2,1,0.75,HA,30,650000,16.700000760000002,250,250,0,0,0,26,1,zambia,Eastern,2,0,cleanData2$adm0
1,7,2,1,0.3700000048,HA,5,900000,43,150,100,0,0,0,26,1,zambia,Eastern,1,100,cleanData2$adm0
1,6,2,1,0.5,HA,10,1500000,19.39999962,40,20,0,0,0,22,1,zambia,Eastern,2,97.80000305,cleanData2$adm0
1,6,2,1,1,HA,11,3000000,14.30000019,368,138,0,0,20,26,1,zambia,Eastern,2,100,cleanData2$adm0
1,4,2,1,0.3700000048,HA,11,1000000,43,211.3999939,0,0,0,211.3999939,22,1,zambia,Eastern,2,10.69999981,cleanData2$adm0
1,7,2,1,0.3700000048,HA,4,1500000,24.5,54,36,0,0,0,26,1,zambia,Eastern,1,10,cleanData2$adm0
1,8,2,1,1.120000005,HA,10,500000,43.5,1170,450,0,0,0,26,1,zambia,Eastern,2,0,cleanData2$adm0
1,2,2,1,0.5,HA,8,650000,100,2000,2000,0,0,0,26,1,zambia,Eastern,1,100,cleanData2$adm0
1,5,1,6,0.5,HA,1,800000,66.69999695,400,0,0,0,0,26,1,zambia,Eastern,5,94.5,cleanData2$adm0
1,5,1,12,0.5,HA,1,11500000,50,350,150,0,0,200,26,1,zambia,Luapula,1,100,cleanData2$adm0
1,8,1,1,0.5,HA,3,800000,50,1123,0,0,0,100,6,1,zambia,Luapula,1,60,cleanData2$adm0
1,5,1,12,0.25,HA,3,5000000,50,540,180,0,0,360,26,2,zambia,Luapula,2,70,cleanData2$adm0
1,7,1,1,1,HA,2,7000000,100,100,50,0,20,100,6,1,zambia,Luapula,4,90,cleanData2$adm0
1,4,2,1,0.6200000048,HA,2,150000,100,500,500,0,0,0,6,2,zambia,Luapula,1,40,cleanData2$adm0
1,8,2,1,0.3100000024,HA,18,700000,100,500,500,0,0,0,6,2,zambia,Luapula,1,50,cleanData2$adm0
1,8,2,6,0.5,HA,7,1800000,75,250,250,0,0,0,26,1,zambia,Luapula,1,40,cleanData2$adm0
1,6,2,1,0.3700000048,HA,5,1500000,25,100,100,0,0,0,22,1,zambia,Luapula,1,60,cleanData2$adm0
1,4,2,1,1,HA,10,1600000,50,800,250,0,0,550,6,2,zambia,Luapula,1,30,cleanData2$adm0
1,6,2,1,0.25,HA,5,250000,50,675,500,0,175,0,22,2,zambia,Luapula,1,40,cleanData2$adm0
1,6,2,1,0.25,HA,11,1200000,25,200,200,0,0,0,22,1,zambia,Luapula,1,30,cleanData2$adm0
1,8,2,1,0.5,HA,9,300000,25,200,85,0,60,115,4,2,zambia,Luapula,4,40,cleanData2$adm0
1,2,2,1,0.25,HA,2,90000,100,200,200,0,0,0,6,2,zambia,Luapula,1,60,cleanData2$adm0
1,4,2,1,0.5,HA,5,130000,100,100,100,0,0,0,6,2,zambia,Luapula,1,60,cleanData2$adm0
1,8,2,1,0.25,HA,15,550000,25,110,110,0,0,0,22,2,zambia,Luapula,2,30,cleanData2$adm0
1,2,2,1,0.25,HA,4,700000,25,0.3100000024,0.3100000024,0,0,0,22,2,zambia,Luapula,1,25,cleanData2$adm0
1,2,2,1,2.5,HA,7,150000,20,3750,3750,0,0,0,6,2,zambia,Luapula,1,60,cleanData2$adm0
1,8,2,1,1,HA,13,4000000,50,250,50,0,100,100,6,2,zambia,Luapula,1,70,cleanData2$adm0
1,2,2,1,0.25,HA,7,500000,100,500,500,0,0,0,6,2,zambia,Luapula,2,95,cleanData2$adm0
3,10,2,1,13,HA,18,30000000,65,20700,2500,0,0,18200,6,1,zambia,Luapula,5,2,cleanData2$adm0
3,6,1,1,8,HA,18,100000000,100,1500,0,0,0,1500,6,2,zambia,Luapula,5,51,cleanData2$adm0
3,3,2,1,4,HA,10,20000000,100,1750,500,0,0,1250,4,2,zambia,Luapula,3,40,cleanData2$adm0
3,9,2,1,2,HA,6,10000000,100,1500,500,0,0,1000,6,1,zambia,Luapula,3,10,cleanData2$adm0
3,5,2,1,4,HA,20,85000000,100,30000,1000,0,0,29000,26,1,zambia,Luapula,5,5,cleanData2$adm0
3,8,2,1,1,HA,2,7000000,100,250,250,0,0,0,26,2,zambia,Luapula,3,60,cleanData2$adm0
3,2,1,1,20,HA,15,250000000,25,52400,0,0,0,52400,26,2,zambia,Luapula,5,40,cleanData2$adm0
3,3,1,12,40,HA,4,15000000,100,60000,100,0,0,59900,26,2,zambia,Luapula,5,30,cleanData2$adm0
3,8,2,1,12,HA,9,35000000,100,40500,500,0,0,40000,26,2,zambia,Luapula,5,10,cleanData2$adm0
3,8,2,1,18,HA,8,37000000,100,2450,450,0,0,2000,6,2,zambia,Luapula,5,10,cleanData2$adm0
3,8,2,1,9,HA,10,95000000,100,2100,200,0,0,1900,26,1,zambia,Luapula,5,15,cleanData2$adm0
1,8,2,1,0.25,HA,1,120000,100,600,500,0,0,100,6,2,zambia,Luapula,1,40,cleanData2$adm0
1,2,2,1,0.75,HA,6,100000,13,100,100,0,0,0,6,2,zambia,Luapula,1,30,cleanData2$adm0
1,8,2,1,0.25,HA,15,480000,40,700,700,0,0,100,6,2,zambia,Luapula,1,15,cleanData2$adm0
1,3,2,1,0.5,HA,18,400000,35,185,85,0,0,100,22,2,zambia,Luapula,1,5,cleanData2$adm0
1,11,2,1,0.75,HA,12,160000,50,720,720,0,0,0,6,2,zambia,Luapula,3,85,cleanData2$adm0
1,7,2,1,1,HA,21,300000,25,900,630,0,0,270,44,1,zambia,Luapula,1,10,cleanData2$adm0
1,8,2,1,0.75,HA,30,70000,50,1000,1000,0,0,0,44,1,zambia,Luapula,2,25,cleanData2$adm0
1,8,2,1,1,HA,20,5000000,5,50,50,0,0,0,6,1,zambia,Luapula,3,90,cleanData2$adm0
1,9,2,1,1,HA,7,140000,50,900,900,0,0,0,6,2,zambia,Luapula,1,20,cleanData2$adm0
1,8,2,1,0.6200000048,HA,16,60000000,100,900,900,0,0,0,44,1,zambia,Luapula,1,10,cleanData2$adm0
1,6,2,1,0.5,HA,4,2500000,75,300,300,0,0,0,6,2,zambia,Luapula,2,40,cleanData2$adm0
1,4,2,1,0.1199999973,HA,10,200000,100,50,0,0,0,50,6,2,zambia,Luapula,5,65,cleanData2$adm0
1,4,2,1,0.1899999976,HA,12,150000,50,750,700,0,0,50,22,2,zambia,Luapula,2,35,cleanData2$adm0
1,7,1,1,4.5,HA,5,5000000,25,175,25,0,100,50,4,1,zambia,Luapula,5,38,cleanData2$adm0
1,7,2,1,0.5,HA,20,180000,100,1800,1800,0,0,0,6,2,zambia,Luapula,1,70,cleanData2$adm0
1,8,2,1,0.75,HA,9,800000,50,1350,900,0,0,450,56,1,zambia,Luapula,3,45,cleanData2$adm0
1,8,2,1,2,HA,7,300000,100,1500,300,0,0,1200,6,2,zambia,Luapula,2,80,cleanData2$adm0
1,8,2,1,4.5,HA,10,4000000,25,250,100,0,20,100,6,2,zambia,Luapula,5,40,cleanData2$adm0
1,8,2,1,0.5,HA,20,400000,25,365,350,0,0,15,22,2,zambia,Luapula,3,75,cleanData2$adm0
3,4,2,1,3,HA,8,6000000,100,3900,900,0,0,3000,6,2,zambia,Luapula,3,20,cleanData2$adm0
1,5,2,1,1.210000038,HA,13,650000,25,540,450,0,0,90,26,1,zambia,Lusaka,1,25,cleanData2$adm0
1,5,2,5,1.620000005,HA,5,650000,75,1200,900,0,0,300,26,1,zambia,Lusaka,2,76,cleanData2$adm0
1,4,2,1,0.8100000024,HA,5,650000,100,1000,750,0,0,250,26,1,zambia,Lusaka,1,0,cleanData2$adm0
1,4,2,1,0.400000006,HA,3,650000,60,500,100,0,400,100,26,1,zambia,Lusaka,2,16.67000008,cleanData2$adm0
1,7,2,1,1,HA,14,23000000,100,1350,450,0,0,900,26,1,zambia,Lusaka,4,16,cleanData2$adm0
1,8,2,1,1.220000029,HA,2,650000,100,400,400,0,0,0,26,1,zambia,Lusaka,2,100,cleanData2$adm0
1,3,2,1,2.430000067,HA,26,650000,100,2000,1000,0,0,1000,26,1,zambia,Lusaka,1,0,cleanData2$adm0
1,4,2,1,0.8100000024,HA,5,650000,35,350,350,0,0,0,26,1,zambia,Lusaka,1,89,cleanData2$adm0
1,8,2,1,0.400000006,HA,9,650000,100,630,90,0,0,540,26,2,zambia,Lusaka,2,91.31999969,cleanData2$adm0
1,6,2,1,4,HA,12,650000,20,900,200,0,0,700,22,1,zambia,Lusaka,3,0,cleanData2$adm0
1,3,2,1,1.210000038,HA,15,650000,100,180,180,0,0,0,26,2,zambia,Lusaka,1,0,cleanData2$adm0
2,8,2,1,4,HA,12,650000,50,2500,500,0,0,2000,26,1,zambia,Lusaka,5,95.90000153,cleanData2$adm0
1,5,2,1,1,HA,7,650000,50,450,450,0,0,0,26,1,zambia,Lusaka,2,8,cleanData2$adm0
1,6,2,1,0.400000006,HA,13,650000,33,900,500,0,0,400,26,2,zambia,Lusaka,2,0,cleanData2$adm0
1,5,2,1,1.220000029,HA,12,650000,100,2700,1350,0,0,1350,26,2,zambia,Lusaka,3,66.66000366,cleanData2$adm0
1,7,2,1,1.610000014,HA,8,650000,75,400,400,0,0,100,22,2,zambia,Lusaka,2,0,cleanData2$adm0
3,2,1,1,1450,HA,22,650000,100,2000,400,0,40,1600,52,1,zambia,Lusaka,100000,8,cleanData2$adm0
3,1,1,5,70,HA,15,650000,20,4000,0,200,100,20000,26,1,zambia,Lusaka,5,12,cleanData2$adm0
1,5,1,8,0.5,HA,1,2000000,100,500,200,0,0,300,26,2,zambia,Lusaka,1,30,cleanData2$adm0
1,4,1,4,0.25,HA,8,650000,100,200,200,0,0,0,26,1,zambia,Lusaka,1,100,cleanData2$adm0
1,3,1,12,2,HA,5,650000,50,350,150,0,0,0,26,2,zambia,Lusaka,1,100,cleanData2$adm0
1,5,1,4,0.400000006,HA,1,2000000,100,250,250,0,0,0,26,2,zambia,Lusaka,1,100,cleanData2$adm0
1,9,2,10,0.400000006,HA,2,50000,100,500,500,500,0,0,26,2,zambia,Lusaka,2,100,cleanData2$adm0
1,4,1,4,0.8100000024,HA,7,650000,100,400,400,0,0,0,26,2,zambia,Lusaka,1,100,cleanData2$adm0
1,10,2,12,0.400000006,HA,1,650000,100,810,0,0,0,0,26,2,zambia,Lusaka,1,100,cleanData2$adm0
1,6,1,1,1.620000005,HA,3,650000,100,200,200,0,0,0,26,2,zambia,Lusaka,2,40,cleanData2$adm0
1,6,2,2,5,HA,15,1500000,100,1250,350,0,0,750,26,2,zambia,Lusaka,3,20,cleanData2$adm0
1,7,1,1,0.400000006,HA,16,650000,50,540,0,0,0,100,4,2,zambia,Lusaka,100000,8,cleanData2$adm0
1,5,2,8,0.1199999973,HA,2,650000,100,50,50,0,0,0,25,2,zambia,Lusaka,1,100,cleanData2$adm0
1,2,2,1,3.640000105,HA,9,650000,20,1200,40,0,0,800,22,2,zambia,Lusaka,3,8,cleanData2$adm0
1,5,2,2,0.25,HA,13,40000,100,180,180,0,0,0,26,2,zambia,Lusaka,3,100,cleanData2$adm0
1,4,2,2,0.400000006,HA,4,650000,100,1000,500,0,0,0,26,2,zambia,Lusaka,3,82,cleanData2$adm0
1,3,1,12,0.25,HA,1,70000,100,150,150,0,0,0,26,2,zambia,Lusaka,2,100,cleanData2$adm0
1,2,2,1,1.620000005,HA,5,650000,100,750,350,0,0,400,26,2,zambia,Lusaka,2,21.5,cleanData2$adm0
1,3,1,2,0.400000006,HA,1,500000,100,150,150,0,0,0,26,2,zambia,Lusaka,3,8,cleanData2$adm0
1,4,1,1,4.050000191,HA,29,200000000,100,150,150,0,0,0,26,1,zambia,Lusaka,2,60,cleanData2$adm0
1,3,1,2,0.400000006,HA,4,650000,100,400,300,0,100,0,26,2,zambia,Lusaka,3,100,cleanData2$adm0
1,4,1,1,1.620000005,HA,29,250000000,30,1350,1350,0,0,0,26,2,zambia,Lusaka,3,62,cleanData2$adm0
1,2,1,2,0.6000000238,HA,10,650000,100,200,200,0,0,0,26,2,zambia,Lusaka,2,0,cleanData2$adm0
1,4,1,2,0.200000003,HA,15,650000,100,250,0,0,0,0,26,2,zambia,Lusaka,2,0,cleanData2$adm0
1,7,1,1,0.6000000238,HA,3,650000,100,250,250,0,0,0,26,2,zambia,Lusaka,5,100,cleanData2$adm0
1,7,2,2,0.25,HA,3,1500000,100,700,300,0,0,0,26,1,zambia,Lusaka,2,8,cleanData2$adm0
1,5,2,2,0.400000006,HA,4,650000,70,2250,540,0,0,1710,26,2,zambia,Lusaka,5,97,cleanData2$adm0
3,8,2,1,20,HA,17,200000000,5,900,180,720,0,0,26,1,zambia,Lusaka,4,8,cleanData2$adm0
3,1,1,1,2,HA,7,500000000,75,5000,0,0,0,5000,56,2,zambia,Lusaka,2,0,cleanData2$adm0
1,8,1,1,16,HA,6,60000000,50,50000,500,0,0,50000,26,2,zambia,Lusaka,3,0,cleanData2$adm0
1,11,2,1,0.5,HA,12,650000,17,200,20,0,0,180,4,2,zambia,North Western,2,77,cleanData2$adm0
1,4,2,1,0.25,HA,2,650000,100,800,800,0,0,0,6,2,zambia,North Western,1,100,cleanData2$adm0
1,7,2,1,0.25,HA,1,650000,100,950,950,0,0,0,6,2,zambia,North Western,1,8,cleanData2$adm0
1,11,2,1,0.25,HA,6,650000,29,50,20,0,0,25,4,2,zambia,North Western,1,65,cleanData2$adm0
1,5,2,1,0.25,HA,1,650000,100,600,600,0,0,100,6,2,zambia,North Western,1,51,cleanData2$adm0
1,5,2,1,1,HA,5,650000,15,270,70,0,0,200,4,1,zambia,North Western,3,55,cleanData2$adm0
1,3,2,1,0.25,HA,2,650000,100,90,90,0,0,100,26,2,zambia,North Western,1,100,cleanData2$adm0
1,5,2,1,0.25,HA,6,650000,20,50,30,0,0,100,4,2,zambia,North Western,1,100,cleanData2$adm0
2,14,1,7,2.75,HA,1,650000,100,5400,3420,0,0,1980,6,2,zambia,North Western,5,96,cleanData2$adm0
2,11,1,7,6,HA,6,3000000,83,12600,540,0,1000,10620,26,1,zambia,North Western,5,40,cleanData2$adm0
1,4,2,1,0.25,HA,3,650000,22,105,15,0,0,90,4,2,zambia,North Western,2,81,cleanData2$adm0
1,6,2,1,0.25,HA,2,650000,100,720,720,0,0,100,6,2,zambia,North Western,1,100,cleanData2$adm0
1,11,2,1,0.75,HA,6,650000,31,120,30,0,0,90,4,2,zambia,North Western,3,24,cleanData2$adm0
1,4,2,1,0.25,HA,2,650000,100,600,600,0,0,100,6,2,zambia,North Western,3,24,cleanData2$adm0
1,4,2,1,0.1199999973,HA,1,650000,100,380,380,0,0,100,6,2,zambia,North Western,1,100,cleanData2$adm0
1,10,2,1,0.25,HA,28,650000,25,270,90,0,0,140,4,2,zambia,North Western,1,65,cleanData2$adm0
1,7,2,1,0.1199999973,HA,1,650000,100,430,430,0,0,0,6,2,zambia,North Western,1,7,cleanData2$adm0
1,4,2,1,0.25,HA,1,650000,100,720,400,0,0,320,6,2,zambia,North Western,1,31,cleanData2$adm0
1,1,2,1,0.1199999973,HA,4,650000,100,140,140,0,0,0,26,2,zambia,North Western,1,100,cleanData2$adm0
1,5,2,1,0.5,HA,5,650000,33,90,50,0,0,25,4,2,zambia,North Western,1,82,cleanData2$adm0
1,6,2,1,0.25,HA,2,650000,25,50,25,0,0,25,4,2,zambia,North Western,1,86,cleanData2$adm0
1,8,2,1,0.1199999973,HA,3,650000,100,150,150,0,0,0,6,2,zambia,North Western,1,100,cleanData2$adm0
1,4,2,1,0.25,HA,2,650000,50,50,50,0,0,0,4,2,zambia,North Western,2,100,cleanData2$adm0
1,7,2,1,0.25,HA,2,650000,40,1123,0,0,0,0,26,2,zambia,North Western,1,100,cleanData2$adm0
1,7,2,4,0.25,HA,1,650000,100,6.150000095,600,0,0,15,6,2,zambia,North Western,3,99.59999847,cleanData2$adm0
1,8,2,1,0.25,HA,2,650000,33,20,20,0,0,0,4,2,zambia,North Western,1,100,cleanData2$adm0
1,6,2,1,0.25,HA,3,650000,45,50,50,0,0,0,6,2,zambia,North Western,2,100,cleanData2$adm0
1,7,2,1,1,HA,3,650000,57.09999847,600,500,0,0,100,26,2,zambia,North Western,1,66.69999695,cleanData2$adm0
1,8,2,1,2.5,HA,17,650000,80,540,450,0,0,90,26,2,zambia,North Western,1,40,cleanData2$adm0
1,4,2,1,0.3700000048,HA,3,650000,100,50,50,0,0,0,26,2,zambia,North Western,1,100,cleanData2$adm0
1,7,2,1,1,HA,3,650000,19,180,90,0,0,90,22,2,zambia,North Western,1,30,cleanData2$adm0
1,5,2,1,5,HA,3,650000,100,400,200,0,0,200,26,2,zambia,North Western,1,12.18999958,cleanData2$adm0
1,3,2,1,0.5,HA,14,650000,29,100,50,0,0,50,22,2,zambia,North Western,1,25,cleanData2$adm0
1,6,2,1,61,HA,4,650000,100,725,625,0,0,100,26,2,zambia,North Western,1,45.5,cleanData2$adm0
1,1,2,1,0.25,HA,3,650000,100,230,230,0,0,0,26,2,zambia,North Western,1,50,cleanData2$adm0
1,6,2,1,0.75,HA,5,650000,29,630,450,0,0,0,6,2,zambia,North Western,1,20,cleanData2$adm0
1,3,2,1,0.4099999964,HA,3,650000,100,450,270,0,0,180,26,2,zambia,North Western,1,9.800000191,cleanData2$adm0
1,4,2,1,0.5,HA,15,650000,22,180,30,0,0,150,4,2,zambia,North Western,2,51,cleanData2$adm0
1,3,2,1,0.75,HA,3,650000,33.33000183,195,15,0,0,180,4,2,zambia,North Western,1,11,cleanData2$adm0
1,6,2,1,0.3700000048,HA,10,650000,35,100,25,0,0,50,4,1,zambia,North Western,1,56,cleanData2$adm0
1,8,2,1,1,HA,4,650000,100,5400,2700,0,0,2700,26,2,zambia,North Western,2,21.700000760000002,cleanData2$adm0
1,8,2,1,2.119999886,HA,7,650000,29,450,90,0,0,360,4,2,zambia,North Western,4,27,cleanData2$adm0
1,8,2,1,4,HA,3,650000,100,5400,3600,0,0,1800,26,2,zambia,North Western,2,0,cleanData2$adm0
1,7,2,1,1,HA,4,650000,4,5,5,0,0,0,4,2,zambia,North Western,2,56,cleanData2$adm0
1,2,2,1,0.1899999976,HA,1,650000,100,50,50,0,0,0,26,2,zambia,North Western,1,100,cleanData2$adm0
2,8,2,1,10,HA,7,25000000,82,25000,3200,0,0,12500,26,1,zambia,North Western,5,0,cleanData2$adm0
1,10,2,1,0.6200000048,HA,4,650000,100,600,500,0,0,100,6,2,zambia,North Western,1,0,cleanData2$adm0
1,8,2,12,0.4099999964,HA,5,650000,20,295,25,0,0,0,4,1,zambia,North Western,3,90,cleanData2$adm0
1,5,2,1,0.25,HA,3,650000,24.5,15,15,0,0,0,22,2,zambia,North Western,2,91,cleanData2$adm0
1,6,2,1,0.25,HA,9,650000,33.29999924,90,90,0,0,0,6,1,zambia,North Western,1,25,cleanData2$adm0
1,6,2,1,0.5,HA,18,650000,50,250,250,0,0,0,26,2,zambia,North Western,1,30,cleanData2$adm0
1,4,2,1,0.5,HA,2,650000,20,50,0,0,0,50,26,2,zambia,North Western,1,80,cleanData2$adm0
1,8,2,1,0.3700000048,HA,20,650000,60,540,360,0,0,180,26,2,zambia,North Western,2,20,cleanData2$adm0
1,5,2,1,0.25,HA,4,650000,33,180,180,0,0,0,26,2,zambia,North Western,1,70,cleanData2$adm0
1,5,2,1,0.5,HA,4,650000,45,140,30,0,0,105,4,2,zambia,North Western,1,2,cleanData2$adm0
1,3,2,1,0.4300000072,HA,3,650000,12.399999619999999,540,540,0,0,0,6,2,zambia,Northern,1,0,cleanData2$adm0
1,4,2,1,0.5,HA,8,650000,50,360,360,0,0,0,6,1,zambia,Northern,1,0,cleanData2$adm0
1,5,2,1,0.400000006,HA,2,200000,40,27,27,0,0,0,6,2,zambia,Northern,1,65,cleanData2$adm0
1,3,2,1,3.25,HA,9,2000000,27.700000760000002,1500,750,0,0,750,27,1,zambia,Northern,3,20,cleanData2$adm0
1,3,2,1,2.75,HA,5,150000,26,250,175,0,0,75,6,1,zambia,Northern,1,0,cleanData2$adm0
1,7,2,1,2,HA,2,150000,45,2500,250,0,100,0,26,1,zambia,Northern,1,0,cleanData2$adm0
1,6,2,1,4,HA,4,1000000,52,1850,600,0,0,1250,26,1,zambia,Northern,2,0,cleanData2$adm0
1,4,2,1,1,HA,3,650000,100,600,400,0,0,0,26,2,zambia,Northern,1,0,cleanData2$adm0
1,5,2,1,0.3700000048,HA,26,650000,33,180,180,0,0,0,27,2,zambia,Northern,1,0,cleanData2$adm0
1,5,2,1,0.8100000024,HA,10,250000,50,1100,200,0,0,7000,26,1,zambia,Northern,1,0,cleanData2$adm0
1,3,2,1,0.75,HA,5,35000,60,450,300,0,0,150,27,1,zambia,Northern,1,0,cleanData2$adm0
1,4,2,1,0.25,HA,4,1000000,100,200,100,0,0,100,6,1,zambia,Northern,1,0,cleanData2$adm0
1,4,2,1,0.6000000238,HA,2,500000,100,200,200,0,0,0,26,1,zambia,Northern,1,0,cleanData2$adm0
1,8,2,1,1.5,HA,49,1500000,70,2500,1200,0,0,1300,26,1,zambia,Northern,2,0,cleanData2$adm0
1,7,2,1,1.25,HA,32,1500000,55,900,540,0,0,360,6,2,zambia,Northern,1,0,cleanData2$adm0
1,8,2,1,1.5,HA,20,650000,100,500,500,0,0,0,26,2,zambia,Northern,1,0,cleanData2$adm0
1,7,2,1,0.75,HA,14,650000,100,610,360,0,0,250,26,2,zambia,Northern,1,0,cleanData2$adm0
1,7,2,1,0.8000000119,HA,2,150000,40,360,90,0,0,180,26,2,zambia,Northern,1,0,cleanData2$adm0
1,5,2,1,1,HA,4,200000,65,900,600,0,0,300,26,1,zambia,Northern,1,0,cleanData2$adm0
1,3,2,1,0.25,HA,4,400000,30,36,36,0,0,0,22,1,zambia,Northern,1,0,cleanData2$adm0
1,4,2,1,0.1800000072,HA,8,240000,50,20,20,0,0,0,22,2,zambia,Northern,1,50,cleanData2$adm0
1,6,2,1,3,HA,4,3000000,65,3000,1000,0,0,2000,26,2,zambia,Northern,2,30,cleanData2$adm0
1,8,2,1,4.5,HA,6,1000000,100,1500,500,0,0,1000,26,2,zambia,Northern,3,50,cleanData2$adm0
1,5,2,12,0.6000000238,HA,2,650000,100,150,150,0,0,0,26,2,zambia,Northern,1,70,cleanData2$adm0
1,5,2,1,0.75,HA,6,650000,62,900,900,0,0,0,6,2,zambia,Northern,1,0,cleanData2$adm0
1,6,2,1,1.75,HA,35,650000,68,1800,900,0,0,900,6,2,zambia,Northern,2,0,cleanData2$adm0
